created,text,retwc,hashtag,followers,friends
2021-10-09 03:51:39,b'RT @Oren_Jacobson: It\xe2\x80\x99s actually pretty simple. When the virus is under control the economy will take off like a rocket ship.\n\nMask up + va\xe2\x80\xa6',730,None,278,5000
2021-10-09 03:51:27,b'@XgenMattie @azfamily So !! Your locus makes no sense from your own worlds. you can get vaxx and get sick. she coul\xe2\x80\xa6 https://t.co/8YCNOMNtfN',0,None,88,240
2021-10-09 03:51:21,"b'This Govt is a sewer. Climate change deniers, Herd Immunity shills &amp; other venal anti vaxx shits + Esther McVey. Wh\xe2\x80\xa6 https://t.co/mwH0Fr3izV'",1,None,5044,5506
2021-10-09 03:51:20,b'RT @clif_high: Tim Pool talking vaxx with Veritas..\nhttps://t.co/pIgE1xNKRU',167,None,3826,3911
2021-10-09 03:51:17,"b'RT @noorchashm: As expected, @POTUS did not say a word in his IL speech today, about millions of COVID-recovered and already immune America\xe2\x80\xa6'",71,None,1,20
2021-10-09 03:51:07,b'College Student Posts URGENT Warning After Heart Defects From C19 Vaxx - https://t.co/9EeEmaoXYo',0,None,737,724
2021-10-09 03:51:05,"b""RT @ar456willow: @RepThomasMassie @SharylAttkisson If we don't have healthly people with theraputics, create herd immunity then this virus\xe2\x80\xa6""",1,None,83,120
2021-10-09 03:50:56,b'RT @SuziSaul: Nurses draw blood. Maybe this is why so many would rather be fired than take this vaxx.',15,None,196,681
2021-10-09 03:50:39,b'RT @aginnt: Slovenia continues to protest today vaxx passports and COVID law. https://t.co/uYu648kBtY',257,None,59,892
2021-10-09 03:50:36,"b'RT @S0Yteam6: Fun fact: Went to NYC with a ""totally real"" vaxx card (after hearing they ""require it""), turns out I didn\'t even need it once\xe2\x80\xa6'",1,None,517,1539
2021-10-09 03:50:30,"b'@FranksBullitts @jkenney Hey Frank. I am against vaxx passports and believe in personal choice. But please, for you\xe2\x80\xa6 https://t.co/I4pOHY23HP'",0,None,274,491
2021-10-09 03:50:16,"b'@ai6yrham @dvmmum It does, but the chart itself shows we have worse numbers now than we did a year ago. There was n\xe2\x80\xa6 https://t.co/jboWXxzvFW'",0,None,393,423
2021-10-09 03:50:09,b'This vaxx clinic is packed! https://t.co/vnIPXdjrvH',0,None,2077,163
2021-10-09 03:49:32,"b'Finally, he finally blocked me because I kept calling this hypocrite vaxx pushing piece of shit out for trolling hi\xe2\x80\xa6 https://t.co/QspaL4OAVU'",0,None,72,166
2021-10-09 03:49:24,b'RT @Oren_Jacobson: It\xe2\x80\x99s actually pretty simple. When the virus is under control the economy will take off like a rocket ship.\n\nMask up + va\xe2\x80\xa6',730,None,554,3199
2021-10-09 03:49:20,"b'RT @FilmThePoliceLA: Hollywood Blvd, Saturday, 11:22 AM:\n\nANTI-VAXX PROTESTER: Do you see all of these homeless people around. Are they dea\xe2\x80\xa6'",50817,None,142,231
2021-10-09 03:49:07,"b'RT @jessmcguire: This is not a real problem \xf0\x9f\x98\xa2 \n\nIf medical reasons mean you can\xe2\x80\x99t get vaccinated, then pro vaxx advocates are trying to pro\xe2\x80\xa6'",6,None,155,1498
2021-10-09 03:48:51,b'@AussieVal10 #LawsOfWar\n\xf0\x9f\x87\xa6\xf0\x9f\x87\xba COVID-19 VAXX: A BIOWEAPON = GENOCIDE\n@ScottMorrisonMP @DanielAndrewsMP @MarkMcGowanMP\xe2\x80\xa6 https://t.co/yxqHOvcor6',0,LawsOfWar,84,526
2021-10-09 03:48:45,b'@TheiCookSlug @discernableco #LawsOfWar\n\xf0\x9f\x87\xa6\xf0\x9f\x87\xba COVID-19 VAXX: A BIOWEAPON = GENOCIDE\n@ScottMorrisonMP @DanielAndrewsMP\xe2\x80\xa6 https://t.co/eR0vcg3ROM',0,LawsOfWar,84,526
2021-10-09 03:48:35,"b""RT @lissiebabe: No Covid in W Australia. But they're going for 80-90% vaxx rates. Shutting borders. From being Covid-free now, we're being\xe2\x80\xa6""",5,None,1,6
2021-10-09 03:48:23,"b""@BrotherAdr1an You seen that thread from the Lithuanian dude who can't buy groceries because of the vaxx mandates over there?""",0,None,1411,2014
2021-10-09 03:48:17,b'RT @TxPh1: That title is the least concerning part of the story.\n\n\xe2\x81\xa6@RandPaul\xe2\x81\xa9 \xe2\x81\xa6@drdavidsamadi\xe2\x81\xa9 \xe2\x81\xa6@SenRonJohnson\xe2\x81\xa9 \xe2\x81\xa6@joerogan\xe2\x81\xa9  https://t.co/L\xe2\x80\xa6',1,None,1688,6
2021-10-07 13:03:55,b'Can\xe2\x80\x99t believe people are injecting a non FDA approved vaxx in their bodies.  They want you to feel desperate and pa\xe2\x80\xa6 https://t.co/dSyRhpqk7N',3,None,5910,6243
2021-10-07 13:03:52,"b""RT @Liz_Wheeler: Pfizer scientists admit:\n\n- Natural immunity is better than vaxx\n- Pfizer is keeping track of who's been vaxxed\n- Pfizer i\xe2\x80\xa6""",5312,None,975,1207
